actors,director,entrees_fr,entrees_usa,image_urls,nationalite,semaine_fr,semaine_usa,studio,timing,title,titre_original
"Magdalena Korpas,Pinuccio Derosas,Emma Deiana","Michele Salimbeni,Michele Salimbeni",58,,https://fr.web.img6.acsta.net/c_310_420/pictures/24/01/09/15/50/3312407.jpg,france,13/03/2024 au 20/03/2024,,cinéma saint-andré des arts,0,the mercy tree - drzewo miłosierdzia -,pas de titre original
"Didier Bourdon,Eric Fraticelli,Anne Consigny","Eric Fraticelli,Eric Fraticelli",211995,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/10/18/09/57/1868139.jpg,france,09/03/2022 au 16/03/2022,,warner bros. france,0,permis de construire,pas de titre original
"Franz Rogowski,Ben Whishaw,Adèle Exarchopoulos","Ira Sachs,Ira Sachs,Maurício Zacharias",11227,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/02/20/11/41/5740125.jpg,france,28 juin au 5 juillet 2023,,sbs distribution,0,passages,pas de titre original
"Mark Stanley,Camilo Arancibia,Benjamin Westfall","Felipe Gálvez Haberle,Felipe Gálvez Haberle,Antonia Girardi",25953,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/11/13/11/43/3455242.jpg,chili,20/12/2023 au 27/12/2023,,dulac distribution,0,les colons,los colonos
"Christian Bale,Margot Robbie,John David Washington","David O. Russell,David O. Russell",24277,,https://fr.web.img4.acsta.net/c_310_420/pictures/22/09/08/15/15/3190406.jpg,u.s.a.,26 octobre au 2 novembre 2022,,the walt disney company france,0,amsterdam,pas de titre original
"Timothée Chalamet,Léa Seydoux,Bill Murray","Wes Anderson,Wes Anderson",197450,,https://fr.web.img5.acsta.net/c_310_420/pictures/21/07/05/10/50/4043397.jpg,u.s.a.,27 octobre au 3 novembre 2021,,the walt disney company france,0,the french dispatch,pas de titre original
"Daniel Craig,Léa Seydoux,Rami Malek","Cary Joji Fukunaga,Neal Purvis,Robert Wade",1384858,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/09/09/11/06/5284084.jpg,u.s.a.,06/10/2021 au 13/10/2021,,universal pictures international france,0,mourir peut attendre,no time to die
"Philippe Tlokinski,Esther Garrel,Sam Keeley","Thorsten Klein,Thorsten Klein",2047,,https://fr.web.img5.acsta.net/c_310_420/pictures/21/10/19/12/39/1352281.jpg,,01/12/2021 au 8/12/2021,,rezo films,0,les aventures d'un mathématicien,adventures of a mathematician
"Harrison Ford,Omar Sy,Dan Stevens","Chris Sanders,Michael Green",522494,,https://fr.web.img6.acsta.net/c_310_420/pictures/20/01/31/11/16/5333556.jpg,u.s.a.,19/02/2020 au 26/02/2020,,the walt disney company france,0,l'appel de la forêt,
"Olivier Marchal,Olivia Bonamy,Mathieu Madenian","Philippe Guillard,Philippe Guillard,Eric Fourniols",91813,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/03/16/10/04/3729915.jpg,france,03/05/2023 au 10/05/2023,,apollo films,0,pour l’honneur,pas de titre original
"Anaïs Demoustier,Vincent Lacoste,Paul Beaurepaire","Katell Quillévéré,Katell Quillévéré,Gilles Taurand",118783,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/11/09/14/17/3474118.jpg,france,29 novembre au 6 décembre 2023,,gaumont distribution,0,le temps d’aimer,pas de titre original
"Mark Rylance,Dylan O'Brien,Johnny Flynn","Graham Moore,Graham Moore,Johnathan McClain",1510000,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/02/11/09/48/5216499.jpg,u.s.a.,18/03/2022 au 21/03/2022,,1 nomination,0,the outfit,pas de titre original
"Matt Damon,Viola Davis,Ben Affleck","Ben Affleck,Alex Convery",14456279,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/02/20/12/30/3178022.jpg,u.s.a.,07/04/2023 au 10/04/2023,,2 nominations,0,air,pas de titre original
" Vitaa,Anna Kendrick,Matt Pokora","Tim Heitz,Walt Dohrn,Jonathan Aibel,Glenn Berger",419824,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/10/23/18/06/2138941.jpg,u.s.a.,18/10/2023 au 25/10/2023,,universal pictures international france,0,les trolls 3,trolls band together
"Anthony Ramos,Dominique Fishback,Luna Lauren Velez","Steven Caple Jr.,Jon Hoeber,Erich Hoeber",451052,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/04/27/15/59/2127095.jpg,u.s.a.,07/06/2023 au 14/06/2023,,paramount pictures france,0,transformers: rise of the beasts,pas de titre original
"Laetitia Casta,Damien Bonnard,Béatrice Dalle","Brigitte Sy,Brigitte Sy,Christine Dory",12916,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/12/22/12/31/3749158.jpg,france,31 janvier au 7 février 2024,,paradis films,0,le bonheur est pour demain,pas de titre original
"Eric Judor,Jean-Pascal Zadi,Ana Girardot","Jérémie Degruson,Joel Cohen,Alec Sokolow",62664,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/11/24/13/31/4507914.jpg,belgique,13/12/2023 au 20/12/2023,,kmbo,0,les inséparables,the inseparables
"Emma Stone,Emma Thompson,Joel Fry","Craig Gillespie,Tony McNamara,Dana Fox",379133,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/02/17/16/12/0290309.jpg,u.s.a.,23/06/2021 au 30/06/2021,,the walt disney company france,0,cruella,pas de titre original
"Chris Hemsworth,Natalie Portman,Christian Bale","Taika Waititi,Taika Waititi,Jennifer Kaytin Robinson",1150926,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/05/24/11/16/2411535.jpg,u.s.a.,13/07/2022 au 20/07/2022,,the walt disney company france,0,thor: love and thunder,pas de titre original
"Malik Bentalha,Joséphine Japy,Jérôme Commandeur","Malik Bentalha,Ludovic Colbeau-Justin,Malik Bentalha,Tristan Schulmann",257163,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/07/08/09/40/3604583.jpg,france,12/10/2022 au 19/10/2022,,pathé,0,jack mimoun et les secrets de val verde,pas de titre original
"Vin Diesel,Michelle Rodriguez,Jordana Brewster","Justin Lin,Daniel Casey,Justin Lin",1301589,,https://fr.web.img3.acsta.net/c_310_420/pictures/21/05/18/10/40/2487837.jpg,u.s.a.,14/07/2021 au 21/07/2021,,universal pictures international france,0,fast & furious 9,f9 the fast saga
"Line Renaud,Dany Boon,Alice Isaaz","Christian Carion,Cyril Gely",180034,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/09/15/17/36/3876645.jpg,france,21/09/2022 au 28/09/2022,,pathé,0,une belle course,pas de titre original
"Gael García Bernal,Vicky Krieps,Rufus Sewell","M. Night Shyamalan,M. Night Shyamalan",105841,,https://fr.web.img5.acsta.net/c_310_420/pictures/21/05/27/17/23/4425657.jpg,u.s.a.,21/07/2021 au 28/07/2021,,universal pictures international france,0,old,pas de titre original
"Ryan Reynolds,Jodie Comer,Lil Rel Howery","Shawn Levy,Matt Lieberman,Zak Penn",174093,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/06/23/18/09/1919284.jpg,u.s.a.,11/08/2021 au 18/08/2021,,the walt disney company france,0,free guy,pas de titre original
"Maxime Van Santfoort,Kai Wang","Ji Zhao, Muchuan",8261,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/07/07/11/07/3797130.jpg,chine,23/08/2023 au 30/08/2023,,kmbo,0,la guerre des dieux - new gods: yang jian,xin shen bang: yang jian
Damien Bonnard,"Lev Atamanov,Yuri Norstein",3307,,https://fr.web.img6.acsta.net/c_310_420/pictures/24/02/14/14/57/3474566.jpg,urss,27 mars au 3 avril 2024,,malavida films,0,"l'antilope d'or, la renarde et le lièvre",pas de titre original
"Patrick Dempsey,Addison Rae,Milo Manheim","Eli Roth,Jeff Rendell",75871,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/11/17/09/25/3072188.jpg,u.s.a.,29 novembre au 6 décembre 2023,,sony pictures releasing france,0,thanksgiving : la semaine de l'horreur,thanksgiving
"Allison Williams,Violet McGraw,Ronny Chieng","Gerard Johnstone,Akela Cooper",218120,,https://fr.web.img4.acsta.net/c_310_420/pictures/22/11/09/16/59/0189590.jpg,u.s.a.,2022/01/2023 au 4/01/2023,,universal pictures international france,0,m3gan,pas de titre original
"Luca Marinelli,Alessandro Borghi,Filippo Timi","Charlotte Vandermeersch,Felix Van Groeningen,Charlotte Vandermeersch,Felix Van Groeningen",29347,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/11/16/14/37/3945457.jpg,italie,21/12/2022 au 28/12/2022,,pyramide distribution,0,les huit montagnes,le otto montagne
"Marc Zinga,Yves-Marina Gnahoua,Marcel Otete Kabeya"," Baloji, Baloji",6565,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/10/05/17/21/2810482.jpg,allemagne,29 novembre au 6 décembre 2023,,pan distribution,0,augure,pas de titre original
"Kawaida Natsumi,Takeo Otsuka,Nobuo Tobita","Yoshimi Itazu,Satomi Ohshima",16851,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/10/06/14/46/3805947.jpg,japon,06/12/2023 au 13/12/2023,,art house,0,le grand magasin,hokkyoku hyakkaten no concierge-san
"Eden Dambrine,Gustav De Waele,Emilie Dequenne","Lukas Dhont,Lukas Dhont,Angelo Tijssens",19030,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/10/26/16/00/5597821.jpg,belgique,26 octobre au 2 novembre 2022,,diaphana distribution,0,close,pas de titre original
"Pierre Gommé,Nina Poletto,Barbara Schulz","Bastien Milheau,Bastien Milheau",44873,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/06/27/17/12/3124263.jpg,france,30 août au 6 septembre 2023,,zinc film,0,super-bourrés,pas de titre original
"Letitia Wright,Angela Bassett,Danai Gurira","Ryan Coogler,Ryan Coogler,Joe Robert Cole",1692183,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/10/17/10/28/5232325.jpg,u.s.a.,09/11/2022 au 16/11/2022,,the walt disney company france,0,black panther: wakanda forever,pas de titre original
"Ahmed Sylla,Camille Lou,Grégoire Bonnet","Frédéric Quiring,Frédéric Quiring",178545,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/02/14/14/23/5364655.jpg,france,26 avril au 3 mai 2023,,ugc distribution,0,notre tout petit petit mariage,pas de titre original
"Simu Liu,Tony Leung Chiu-Wai, Awkwafina","Destin Daniel Cretton,Dave Callaham,Destin Daniel Cretton",481173,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/08/25/11/54/3128925.jpg,u.s.a.,01/09/2021 au 8/09/2021,,the walt disney company france,0,shang-chi et la légende des dix anneaux,shang-chi and the legend of the ten rings
"Adila Bendimerad,Dali Benssalah,Mohamed Tahar Zaoui","Damien Ounouri,Adila Bendimerad,Damien Ounouri,Adila Bendimerad",21049,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/03/09/17/22/2987090.jpg,algérie,19/04/2023 au 26/04/2023,,jour2fête,0,la dernière reine,pas de titre original
"Nadia Tereszkiewicz,Sofiane Bennacer,Louis Garrel","Valeria Bruni Tedeschi,Valeria Bruni Tedeschi,Noémie Lvovsky",104057,,https://fr.web.img2.acsta.net/c_310_420/pictures/22/09/26/17/43/2905608.jpg,france,16/11/2022 au 23/11/2022,,ad vitam,0,les amandiers,pas de titre original
"Tang Wei,Park Hae-il,Jung-hyun Lee","Park Chan-Wook,Park Chan-Wook,Seo-kyeong Jeong",103303,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/06/08/15/12/5104708.jpg,corée du sud,29 juin au 6 juillet 2022,,bac films,0,decision to leave,heojil kyolshim
"Vin Diesel,Eiza Gonzalez,Sam Heughan","Dave Wilson (II),Jeff Wadlow,Eric Heisserer",9176695,,https://fr.web.img3.acsta.net/c_310_420/pictures/20/01/23/09/02/1428612.jpg,u.s.a.,20/03/2020 au 23/03/2020,,sony pictures releasing france,0,bloodshot,pas de titre original
"Russell Crowe,Daniel Zovatto,Alex Essoe","Julius Avery,Evan Spiliotopoulos,Michael Petroni",155555,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/02/22/15/50/3204928.jpg,u.s.a.,10/05/2023 au 17/05/2023,,sony pictures releasing france,0,l'exorciste du vatican,the pope's exorcist
"Alban Ivanov,Lucien Jean-Baptiste,Audrey Pirault","Varante Soudjian,Varante Soudjian,Thomas Pone",189578,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/04/06/12/28/4550266.jpg,france,29 juin au 6 juillet 2022,,metropolitan filmexport,0,la traversée,pas de titre original
"Florence Loiret Caille,Saabo Balde,Jonathan Couzinié","Stéphane Marchetti,Stéphane Marchetti,Laurette Polmanss",14547,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/12/05/16/42/2125079.jpg,france,17/01/2024 au 24/01/2024,,ufo distribution,0,la tête froide,pas de titre original
"Laure Calamy,Tchéky Karyo,David Marsais","Jonathan Barré,Laurent Vayriot,Jonathan Barré",71102,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/03/02/10/07/5158724.jpg,france,29 mars au 5 avril 2023,,pan distribution,0,bonne conduite,pas de titre original
"Lewis Tan,Jessica McNamee,Josh Lawson","Simon McQuoid,Greg Russo,Dave Callaham",22515000,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/02/19/10/16/2490178.jpg,u.s.a.,23/04/2021 au 26/04/2021,,warner bros. france,0,mortal kombat,pas de titre original
"Michèle Laroque,Thierry Lhermitte,Constance Labbé","Fabrice Bracq,Fabrice Bracq",155491,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/06/03/11/08/0104616.jpg,france,20/07/2022 au 27/07/2022,,snd,0,joyeuse retraite 2,pas de titre original
"Mallory Wanecque,Timéo Mahaut,Johan Heldenbergh","Lise Akoka,Romane Gueret,Lise Akoka,Romane Gueret",18915,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/11/07/10/55/3371993.jpg,france,07/12/2022 au 14/12/2022,,pyramide distribution,0,les pires,pas de titre original
"Anta Diaw,Alexis Manenti,Aristote Luyindula","Ladj Ly,Ladj Ly,Giordano Gederlini",88788,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/09/07/15/15/4210280.jpg,france,06/12/2023 au 13/12/2023,,le pacte,0,bâtiment 5,pas de titre original
"Shugo Nakamura,Subaru Kimura,Kenta Miyake","Takehiko Inoue,Takehiko Inoue",33488,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/04/18/18/46/1142239.jpg,japon,26 juillet au 2 août 2023,,wild bunch distribution,0,the first slam dunk,pas de titre original
"Timothée Chalamet,Taylor Russell,Mark Rylance","Luca Guadagnino,David Kajganich",38761,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/11/08/08/43/3713178.jpg,italie,23/11/2022 au 30/11/2022,,warner bros. france,0,bones and all,pas de titre original
"Louise Mauroy-Panzani,Ilça Moreno Zego,Arnaud Rebotini","Marie Amachoukeli,Marie Amachoukeli",27968,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/08/03/15/22/4281631.jpg,belgique,30 août au 6 septembre 2023,,pyramide distribution,0,àma gloria,pas de titre original
,,6517,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/07/06/16/18/1972054.jpg,france,11/10/2023 au 18/10/2023,,cinéma public films,0,la colline aux cailloux,pas de titre original
"Nataliya Denisenko,Artem Pivovarov,Elena Kravets","Oleh Malamuzh,Oleksandra Ruban,Yaroslav Voytseshek",163496,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/02/23/17/56/2994951.jpg,ukraine,29 mars au 5 avril 2023,,kmbo,0,le royaume de naya,mavka. lisova pisnya
"Gerard Butler,Navid Negahban,Travis Fimmel","Ric Roman Waugh,Mitchell LaFortune",2410000,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/04/24/10/35/2719620.jpg,u.s.a.,26/05/2023 au 29/05/2023,,,0,kandahar,pas de titre original
"Valeria Bruni Tedeschi,Marina Foïs,Pio Marmaï","Catherine Corsini,Catherine Corsini",114592,,https://fr.web.img3.acsta.net/c_310_420/pictures/21/09/24/11/22/2904334.jpg,france,27 octobre au 3 novembre 2021,,le pacte,0,la fracture,pas de titre original
"Angèle Mac, Hatik,Lina-Camélia Lumbroso","Guillaume Nicloux,Guillaume Nicloux",20558,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/12/21/13/59/1073246.jpg,france,08/02/2023 au 15/02/2023,,wild bunch distribution,0,la tour,pas de titre original
"Tom Holland,Mark Wahlberg,Sophia Ali","Ruben Fleischer,Rafe Judkins,Art Marcum",955650,,https://fr.web.img4.acsta.net/c_310_420/pictures/22/01/18/10/13/5983633.jpg,u.s.a.,16/02/2022 au 23/02/2022,,sony pictures releasing france,0,uncharted,pas de titre original
"Patrick Wilson,Rose Byrne,Ty Simpkins","Patrick Wilson,Scott Teems",306107,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/06/29/19/16/4707167.jpg,u.s.a.,05/07/2023 au 12/07/2023,,sony pictures releasing france,0,insidious: the red door,pas de titre original
"Frances McDormand,David Strathairn,Gay DeForest","Chloé Zhao,Chloé Zhao",125027,,https://fr.web.img3.acsta.net/c_310_420/pictures/21/04/29/09/49/2883699.jpg,u.s.a.,09/06/2021 au 16/06/2021,,the walt disney company france,0,nomadland,pas de titre original
"Benoît Magimel,Pahoa Mahagafanau,Marc Susini","Albert Serra,Albert Serra,Baptiste Pinteaux",19015,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/10/03/09/51/5203051.jpg,france,09/11/2022 au 16/11/2022,,les films du losange,0,pacifiction - tourment sur les îles,pas de titre original
"Laure Calamy,Anne Suarez,Geneviève Mnich","Eric Gravel,Eric Gravel",100254,,https://fr.web.img2.acsta.net/c_310_420/pictures/22/02/16/14/57/2354541.jpg,france,16/03/2022 au 23/03/2022,,haut et court,0,à plein temps,pas de titre original
"Paul Kircher,Vincent Lacoste,Juliette Binoche","Christophe Honoré,Christophe Honoré",40106,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/10/27/10/59/1037135.jpg,france,30 novembre au 7 décembre 2022,,memento distribution,0,le lycéen,pas de titre original
"Clovis Cornillac,Claudia Tagbo,Malonn Lévana","Stéphane Cazes,Stéphane Cazes,Isabelle Fontaine",61469,,https://fr.web.img2.acsta.net/c_310_420/pictures/22/12/01/13/12/4159161.jpg,france,08/02/2023 au 15/02/2023,,ugc distribution / tf1 studio,0,les têtes givrées,pas de titre original
"Adam Driver,Marion Cotillard,Simon Helberg","Leos Carax,Ron Mael,Russell Mael",66761,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/06/01/12/08/4034608.jpg,france,14/07/2021 au 21/07/2021,,ugc distribution,0,annette,pas de titre original
"Mia Goth,David Corenswet,Tandi Wright","Ti West,Mia Goth,Ti West",3124600,,https://fr.web.img2.acsta.net/c_310_420/pictures/22/07/25/20/34/1901466.jpg,canada,16/09/2022 au 19/09/2022,,1 nomination,0,pearl,pas de titre original
"Paul Dano,Pete Davidson,Vincent D'Onofrio","Craig Gillespie,Lauren Schuker Blum,Rebecca Angelo",24125,,https://fr.web.img3.acsta.net/c_310_420/pictures/23/10/26/10/29/2459933.jpg,u.s.a.,29 novembre au 6 décembre 2023,,metropolitan filmexport,0,dumb money,pas de titre original
"Grégory Gadebois,Isabelle Carré,Benjamin Lavernhe","Eric Besnard,Eric Besnard,Nicolas Boukhrief",130477,,https://fr.web.img3.acsta.net/c_310_420/pictures/21/03/12/12/01/2385912.jpg,france,08/09/2021 au 15/09/2021,,snd,0,délicieux,pas de titre original
"Héloïse Janjaud,Khadija Kouyaté,Myriem Akheddiou","Léa Fehner,Léa Fehner,Catherine Paillé",1038,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/08/02/15/34/1374365.jpg,france,30 août au 6 septembre 2023,,geko films,0,sages-femmes,
"Roschdy Zem,Doria Tillier,Guillaume Gallienne","Vincent Perez,Vincent Perez,Karine Silla",52681,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/11/23/15/39/0926712.jpg,france,03/01/2024 au 10/01/2024,,gaumont distribution,0,une affaire d'honneur,pas de titre original
"Barry Pepper,Laura Vandervoort,Colm Feore","Brad Turner,Michael Vickerman",29262,,https://fr.web.img5.acsta.net/c_310_420/pictures/21/03/22/07/48/1796128.jpg,canada,16/04/2021 au 19/04/2021,,,0,trigger point,pas de titre original
"Aurélien Gabrielli,Louise Chevillotte,Saadia Bentaïeb","Louda Ben Salah-Cazanas,Louda Ben Salah-Cazanas",11831,,https://fr.web.img2.acsta.net/c_310_420/pictures/22/03/15/10/49/3454560.jpg,france,20/04/2022 au 27/04/2022,,tandem,0,le monde après nous,pas de titre original
"Toshio Furukawa,Natsuki Hanae,Kana Hanazawa","Haruo Sotozaki,Koyoharu Gotouge",109154,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/02/07/11/14/4029334.jpg,japon,22 février au 1 mars 2023,,cgr events,0,demon slayer : kimetsu no yaiba - en route pour le village des forgerons,"kimetsu no yaiba - jogen shuketsu, soshite katanakaji no sato e"
"Oulaya Amamra,Lina El Arabi,Niels Arestrup","Marie-Castille Mention-Schaar,Marie-Castille Mention-Schaar,Clara Bourreau",80541,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/12/27/15/40/1783965.jpg,france,25 janvier au 1 février 2023,,le pacte,0,divertimento,pas de titre original
