titre,score,nbre_vote,genres,langue,pays,pegi,duree,annee,popularite_score,director,scenaristes,casting_principal,casting_complet,budget
Dernière nuit à Milan,"7,2","4,3 k","['Drame', 'Thriller']","['Italien', 'Anglais', 'Chinois', 'Français']",['Italie'],Tous publics,2h 4min,2023,['No Popularity Score'],Andrea Di Stefano,Andrea Di Stefano,"['Andrea Di Stefano', 'Andrea Di Stefano', 'Casting principal']","['Pierfrancesco Favino', 'Linda Caridi', 'Antonio Gerardi', 'Francesco Di Leva', 'Martin Francisco Montero Baez', 'Katia Mironova', 'Carlo Gallo', 'Mauro Negri', 'Fabrizio Rocchi', 'Noemi Bertoldi', 'Pang Bo', 'Alice Bossi', 'Michele Bottini', 'Manuela Buzzi', 'Daniele Cabibbe', 'Claudia Campani', 'Chen Sijia Christina', 'Davide Daluiso']",9 500 000 € (estimé)
Sisu: De l'or et du sang,"6,9",75 k,"['Action', 'Guerre']","['Anglais', 'Finnois']","['Finlande', 'Royaume-Uni', 'États-Unis']",12,1h 31min,2022,338,Jalmari Helander,Jalmari Helander,"['Jalmari Helander', 'Jalmari Helander', 'Casting principal']","['Jorma Tommila', 'Aksel Hennie', 'Jack Doolan', 'Mimosa Willamo', 'Onni Tommila', 'Tatu Sinisalo', 'Wilhelm Enckell', 'Vincent Willestrand', 'Arttu Kapulainen', 'Elina Saarela', 'Ilkka Koivula', 'Max Ovaska', 'Joel Hirvonen', 'Pekka Huotari', 'Severi Saarinen', 'Aamu Milonoff', 'Joonas Brilli', 'Nicholas Francett']",['No budget']
The Old Oak,"7,1","7,5 k",['Drame'],"['Anglais', 'Arabe']","['Royaume-Uni', 'France', 'Belgique']",Tous publics,1h 53min,2023,1 480,Ken Loach,Ken Loach,"['Ken Loach', 'Paul Laverty', 'Casting principal']","['Dave Turner', 'Ebla Mari', 'Claire Rodgerson', 'Trevor Fox', 'Chris McGlade', 'Col Tait', 'Jordan Louis', 'Chrissie Robinson', 'Chris Gotts', 'Jen Patterson', 'Arthur Oxley', 'Joe Armstrong', 'Andy Dawson', 'Maxie Peters', 'Rosa Crowley-Bennett', 'Bobby Beldrum', 'Amna Al Ali', 'Yazan Al Shteiwi']",['No budget']
Mes très chers enfants,"5,5",563,['Comédie'],['Français'],['France'],Tous publics,1h 35min,2021,['No Popularity Score'],Alexandra Leclère,Alexandra Leclère,"['Alexandra Leclère', 'Scénario', 'Alexandra Leclère']","['Josiane Balasko', 'Didier Bourdon', 'Marilou Berry', 'Cédric Ben Abdallah', 'Laurent Stocker', 'Estéban', 'Joséphine de Meaux', 'Lise Lamétrie', 'Mustapha Abourachid', 'Nicolas Ballay', 'Benjamin Wangermee', 'Julia Boutteville', 'Maya Sarac', 'Marie Combeau', 'Corinne Valancogne', 'Andy Cocq', 'Fabienne Galula', 'Bertrand Chamerois']",['No budget']
Avatar : La Voie de l'eau,"7,6",492 k,"['Action', 'Aventure', 'Fantastique']",['Anglais'],['États-Unis'],Tous publics avec avertissement,3h 12min,2022,258,James Cameron,James Cameron,"['James Cameron', 'Scénario', 'James Cameron']","['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver', 'Stephen Lang', 'Kate Winslet', 'Cliff Curtis', 'Joel David Moore', 'CCH Pounder', 'Edie Falco', 'Brendan Cowell', 'Jemaine Clement', 'Jamie Flatters', 'Britain Dalton', 'Trinity Jo-Li Bliss', 'Jack Champion', 'Bailey Bass', 'Filip Geljo', 'Duane Evans Jr.']",350 000 000 $US (estimé)
Tenet,"7,3",590 k,"['Action', 'Science-fiction', 'Thriller']","['Anglais', 'Russe', 'Ukrainien', 'Estonien', 'Norvégien', 'Hindi']","['États-Unis', 'Royaume-Uni']",Tous publics,2h 30min,2020,369,Christopher Nolan,Christopher Nolan,"['Christopher Nolan', 'Christopher Nolan', 'Casting principal']","['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Juhan Ulfsak', 'Jefferson Hall', 'Ivo Uukkivi', 'Andrew Howard', 'Rich Ceraulo Ko', 'Jonathan Camp', 'Wes Chatham', 'Sander Rebane', 'Martin Donovan', 'Clémence Poésy', 'Josh Stewart', 'Dimple Kapadia', 'Denzil Smith', 'Jeremy Theobald', 'Michael Caine']",205 000 000 $US (estimé)
De nos frères blessés,"5,7",238,"['Biographique', 'Drame', 'Historique']","['Français', 'Arabe', 'Polonais']","['France', 'Belgique', 'Algérie']",Tous publics,1h 32min,2020,['No Popularity Score'],Hélier Cisterne,Hélier Cisterne,"['Hélier Cisterne', 'Scénario', 'Katell Quillévéré']","['Vincent Lacoste', 'Vicky Krieps', 'Jules Langlade', 'Marc Brunet', 'Thomas Ducasse', 'Jeanne Carré', 'Raphaël Thiéry', 'Yoann Zimmer', 'Meriem Medjkane', 'Abdelah Besseghir', 'Eric Borgen', 'Jacques Mazeran', 'Malik Benchiha', 'Madi Belem', 'Bertrand Bossard', 'Maximilien Poullein', 'Mouss Zouheyri', 'Yanis Guyan Habibes']",6 370 000 € (estimé)
Avant l'effondrement,"5,1",82,"['Comédie', 'Drame']",['Français'],['France'],Tous publics,1h 40min,2023,['No Popularity Score'],Benoît Volnais,Benoît Volnais,"['Benoît Volnais', 'Alice Zeniter', 'Alice Zeniter']","['Niels Schneider', 'Ariane Labed', 'Souheila Yacoub', 'Myriem Akheddiou', 'Séphora Pondi', 'Younes Boucif', 'Ana Blagojevic', 'Elsa Guedj', 'Farah Belyazid', 'Shaïna Lepleux', 'Lionel Dray', 'Chloé Chevalier', 'Geneviève Penfornis', 'Penda Diouf', 'Joel Jouanneau', 'Christophe Meynet', 'Meriem Menant', 'Pascal Sangla']",['No budget']
The Woman King,"6,9",73 k,"['Action', 'Drame', 'Historique']","['Anglais', 'Portugais', 'Fon']","['États-Unis', 'Afrique du Sud', 'Irlande']",Tous publics,2h 15min,2022,2 086,Gina Prince-Bythewood,Gina Prince-Bythewood,"['Gina Prince-Bythewood', 'Scénario', 'Dana Stevens']","['Viola Davis', 'Thuso Mbedu', 'Lashana Lynch', 'Sheila Atim', 'John Boyega', 'Jordan Bolger', 'Hero Fiennes Tiffin', 'Jimmy Odukoya', 'Masali Baduza', 'Jayme Lawson', 'Adrienne Warren', 'Chioma Antoinette Umeala', 'Siyamthanda Makakane', 'Shaina West', 'Sivuyile Ngesi', 'Riaan Visman', 'Seputla Sebogodi', 'Angélique Kidjo']",50 000 000 $US (estimé)
Ceux qui veulent ma mort,"6,0",72 k,"['Action', 'Drame', 'Thriller']",['Anglais'],"['Canada', 'États-Unis']",Tous publics,1h 40min,2021,2 613,Taylor Sheridan,Taylor Sheridan,"['Taylor Sheridan', 'Scénario', 'Michael Koryta']","['Angelina Jolie', 'Nicholas Hoult', 'Finn Little', 'Jon Bernthal', 'Aidan Gillen', 'Jake Weber', 'Medina Senghore', 'Tyler Perry', 'Boots Southerland', 'Tory Kittles', 'James Jordan', 'Lora Martinez-Cunningham', 'Howard Ferguson Jr.', 'Ryan Jason Cook', 'Laura Niemi', 'Dylan Kenin', 'Faith Lynch', 'Alex Wagenman']",['No budget']
Fermer les yeux,"7,3","2,6 k",['Drame'],"['Espagnol', 'Catalan', 'Anglais', 'Français', 'Chinois']","['Espagne', 'Argentine']",Tous publics,2h 49min,2023,4 823,Víctor Erice,Víctor Erice,"['Víctor Erice', 'Scénario', 'Víctor Erice']","['Manolo Solo', 'Jose Coronado', 'Ana Torrent', 'Petra Martínez', 'María León', 'Mario Pardo', 'Helena Miquel', 'Antonio Dechent', 'Josep Maria Pou', 'Soledad Villamil', 'Juan Margallo', 'Dani Téllez', 'Alejandro Caballero Ramis', 'Rocío Molina', 'Ana María', 'José Manuel Mansilla', 'Kao Chenmin', 'Venecia Franco']",['No budget']
La Nonne : La Malédiction de Sainte-Lucie,"5,6",58 k,"['Horreur', 'Mystère', 'Thriller']","['Anglais', 'Français', 'Italien', 'Roumain']",['États-Unis'],12,1h 50min,2023,1 426,Michael Chaves,Michael Chaves,"['Michael Chaves', 'Scénario', 'Ian Goldberg']","['Taissa Farmiga', 'Jonas Bloquet', 'Storm Reid', 'Anna Popplewell', 'Bonnie Aarons', 'Katelyn Rose Downey', 'Suzanne Bertish', ""Léontine d'Oncieu"", 'Anouk Darwin Homewood', 'Peter Hudson', 'Tamar Baruch', 'Natalia Safran', 'Maxime Elias-Menet', 'Pascal Aubert', 'Alexandra Gentil', 'Florence Mestais', 'Margaux Borel', 'Viviana Moin']",38 000 000 $US (estimé)
Indiana Jones et le Cadran de la destinée,"6,5",197 k,"['Action', 'Aventure', 'Science-fiction']","['Anglais', 'Allemand', ""Grec, ancien (jusqu'en 1453)"", 'Espagnol', 'Italien']",['États-Unis'],Tous publics,2h 34min,2023,259,James Mangold,James Mangold,"['James Mangold', 'Scénario', 'Jez Butterworth']","['Harrison Ford', 'Phoebe Waller-Bridge', 'Antonio Banderas', 'Karen Allen', 'John Rhys-Davies', 'Shaunette Renée Wilson', 'Thomas Kretschmann', 'Toby Jones', 'Boyd Holbrook', 'Olivier Richters', 'Ethann Isidore', 'Mads Mikkelsen', 'Martin McDougall', 'Alaa Safi', 'Francis Chapman', 'Alfonso Mandia', 'Chase Brown', 'Nasser Memarzia']",294 700 000 $US (estimé)
Nuit noire en Anatolie,"6,9","1,6 k","['Policier', 'Drame', 'Thriller']",['Turc'],"['Turquie', 'Allemagne', 'France']",1h 54min,0,2022,['No Popularity Score'],Özcan Alper,Özcan Alper,"['Özcan Alper', 'Özcan Alper', 'Murat Uyurkulak']","['Pinar Deniz', 'Berkay Ates', 'Cem Yigit Uzümoglu', 'Deniz Sen Hamzaoglu', 'Sibel Kekilli', 'Taner Birsel', 'Süleyman Kabaali', 'Tarhan Karagöz', 'Firat Kaymak', 'Ozan Çelik', 'Özgür Cem Tugluk', 'Sefa Tantoglu', 'Ogulcan Ali', 'Mustafa Ates', 'Ceylan Ertem', 'Günes Hayat', 'Fatmana Barut', 'Murat Dogan']",['No budget']
Novembre,"6,7","5,6 k","['Policier', 'Drame', 'Thriller']",['Français'],"['France', 'Belgique']",Tous publics,1h 46min,2022,['No Popularity Score'],Cédric Jimenez,Cédric Jimenez,"['Cédric Jimenez', 'Scénario', 'Olivier Demangel']","['Jean Dujardin', 'Anaïs Demoustier', 'Sandrine Kiberlain', 'Jérémie Renier', 'Lyna Khoudri', 'Cédric Kahn', 'Sofian Khammes', 'Sami Outalbali', 'Stéphane Bak', 'Raphaël Quenard', 'Sarah Afchain', 'Sophie Cattani', 'Jérémy Lopez', 'Quentin Faure', 'Victoire Du Bois', 'Lyes Kaouah', 'Hugo Dillon', 'Darren Muselet']",12 000 000 € (estimé)
La nuit du 12,"7,0","9,4 k","['Policier', 'Drame', 'Mystère']","['Français', 'Anglais']","['France', 'Belgique']",Tous publics,1h 55min,2022,['No Popularity Score'],Dominik Moll,Dominik Moll,"['Dominik Moll', 'Scénario', 'Gilles Marchand']","['Bastien Bouillon', 'Bouli Lanners', 'Théo Cholbi', 'Johann Dionnet', 'Thibaut Evrard', 'Julien Frison', 'Paul Jeanson', 'Mouna Soualem', 'Pauline Serieys', 'Lula Cotton-Frapier', 'Charline Paul', 'Matthieu Rozé', 'Baptiste Perais', 'Jules Porier', 'Nathanaël Beausivoir', 'Benjamin Blanchy', 'Pierre Lottin', 'Camille Rutherford']",4 400 000 € (estimé)
Amelia's Children,"5,4",711,"['Horreur', 'Thriller']","['Anglais', 'Portugais']",['Portugal'],12 avec avertissement,1h 31min,2023,4 089,Gabriel Abrantes,Gabriel Abrantes,"['Gabriel Abrantes', 'Gabriel Abrantes', 'Casting principal']","['Brigette Lundy-Paine', 'Carloto Cotta', 'Anabela Moreira', 'Alba Baptista', 'Rita Blanco', 'Beatriz Maia', 'Nuno Nolasco', 'Sónia Balacó', 'Ana Tang', 'Valdemar Santos', 'Linda Ferreira', 'J. Dixon Byrne', 'Ian Elrick']",['No budget']
Double foyer,"5,5",11,['Drame'],['Français'],['France'],Tous publics,1h 25min,2023,['No Popularity Score'],Claire Vassé,Claire Vassé,"['Claire Vassé', 'Louis-Stéphane Ulysse', 'Claire Vassé']","['Émilie Dequenne', 'Max Boublil', 'Arthur Roose', 'Michel Jonasz', 'Corinne Mariotto', 'Adrien Guitton', 'Laurent Collombert', 'Pierre Rochefort', 'Françoise Lebrun', 'Régis Lux', 'Michel Ferracci', 'Bettina Lemaire-Tall', 'Marie Raynal', 'Dorothée Pousséo', 'Julien Sabatié-Ancora', 'Sébastien Julien', 'Mikaël Alhawi', 'Rebecca Truffot']",['No budget']
The Batman,"7,8",784 k,"['Action', 'Policier', 'Drame']","['Anglais', 'Espagnol', 'Latin', 'Italien']",['États-Unis'],Tous publics avec avertissement,2h 56min,2022,116,Matt Reeves,Matt Reeves,"['Matt Reeves', 'Scénario', 'Matt Reeves']","['Robert Pattinson', 'Zoë Kravitz', 'Jeffrey Wright', 'Colin Farrell', 'Paul Dano', 'John Turturro', 'Andy Serkis', 'Peter Sarsgaard', 'Barry Keoghan', 'Jayme Lawson', 'Gil Perez-Abraham', 'Peter McDonald', ""Con O'Neill"", 'Alex Ferns', 'Rupert Penry-Jones', 'Kosha Engler', 'Archie Barnes', 'Janine Harouni']",185 000 000 $US (estimé)
Une nuit en enfer,"7,2",340 k,"['Action', 'Policier', 'Horreur']","['Anglais', 'Espagnol']","['États-Unis', 'Mexique']",16,1h 48min,1996,609,Robert Rodriguez,Robert Rodriguez,"['Robert Rodriguez', 'Robert Kurtzman', 'Quentin Tarantino']","['Harvey Keitel', 'George Clooney', 'Juliette Lewis', 'Quentin Tarantino', 'Ernest Liu', 'Salma Hayek', 'Cheech Marin', 'Danny Trejo', 'Tom Savini', 'Fred Williamson', 'Michael Parks', 'Brenda Hillhouse', 'John Saxon', 'Marc Lawrence', 'Kelly Preston', 'John Hawkes', 'Tito Larriva', 'Peter Atanasoff']",19 000 000 $US (estimé)
Les Gardiens de la Galaxie Vol. 3,"7,9",378 k,"['Action', 'Aventure', 'Comédie']",['Anglais'],"['États-Unis', 'Nouvelle-Zélande', 'France', 'Canada']",Tous publics,2h 30min,2023,246,James Gunn,James Gunn,"['James Gunn', 'Scénario', 'James Gunn']","['Chris Pratt', 'Chukwudi Iwuji', 'Bradley Cooper', 'Pom Klementieff', 'Dave Bautista', 'Karen Gillan', 'Vin Diesel', 'Austin Freeman', 'Stephen Blackehart', 'Terence Rosemore', 'Maria Bakalova', 'Sean Gunn', 'Sarah Alami', 'Jasmine Munoz', 'Giovannie Cruz', 'Will Poulter', 'Nico Santos', 'Miriam Shor']",250 000 000 $US (estimé)
Fast & Furious X,"5,8",118 k,"['Action', 'Aventure', 'Policier']",['Anglais'],"['États-Unis', 'Chine', 'Japon']",Tous publics,2h 21min,2023,269,Louis Leterrier,Louis Leterrier,"['Louis Leterrier', 'Justin Lin', 'Scénario']","['Vin Diesel', 'Michelle Rodriguez', 'Jason Statham', 'Jordana Brewster', 'Tyrese Gibson', 'Ludacris', 'Nathalie Emmanuel', 'Charlize Theron', 'John Cena', 'Sung Kang', 'Helen Mirren', 'Brie Larson', 'Scott Eastwood', 'Jason Momoa', 'Alan Ritchson', 'Luis Da Silva Jr.', 'Daniela Melchior', 'Leo Abelo Perry']",340 000 000 $US (estimé)
Mon crime,"6,5","4,8 k","['Comédie', 'Policier']","['Français', 'Espagnol']",['France'],Tous publics,1h 42min,2023,['No Popularity Score'],François Ozon,François Ozon,"['François Ozon', 'Scénario', 'François Ozon']","['Nadia Tereszkiewicz', 'Rebecca Marder', 'Isabelle Huppert', 'Fabrice Luchini', 'Dany Boon', 'André Dussollier', 'Édouard Sulpice', 'Régis Laspalès', 'Olivier Broche', 'Félix Lefebvre', 'Franck de la Personne', 'Evelyne Buyle', 'Michel Fau', 'Daniel Prévost', 'Myriam Boyer', 'Jean-Christophe Bouvet', 'Suzanne De Baecque', 'Lucia Sanchez']",13 700 000 € (estimé)
Saw X,"6,6",72 k,"['Horreur', 'Mystère', 'Thriller']","['Anglais', 'Espagnol']","['États-Unis', 'Mexique', 'Canada']",16,1h 58min,2023,756,Kevin Greutert,Kevin Greutert,"['Kevin Greutert', 'Pete Goldfinger', 'Josh Stolberg']","['Tobin Bell', 'Shawnee Smith', 'Synnøve Macody Lund', 'Steven Brand', 'Renata Vaca', 'Joshua Okamoto', 'Octavio Hinojosa', 'Paulette Hernandez', 'Jorge Briseño', 'Costas Mandylor', 'Michael Beach', 'Isan Beomhyun Lee', 'David Alfano', 'Katie Barberi', 'Lucía Gómez-Robledo', 'Donagh Gordon', 'Sebastián Torres', 'Cristo Ruiz']",13 000 000 $US (estimé)
Sans filtre,"7,3",177 k,"['Comédie', 'Drame']","['Anglais', 'Suédois', 'Allemand', 'Français', 'Grec', 'Tagalog', 'Akan']","['Royaume-Uni', 'Suède', 'Allemagne', 'Mexique', 'France', 'Turquie', 'Danemark', 'États-Unis', 'Suisse', 'Grèce']",Tous publics,2h 27min,2022,627,Ruben Östlund,Ruben Östlund,"['Ruben Östlund', 'Ruben Östlund', 'Casting principal']","['Thobias Thorwid', 'Harris Dickinson', 'Charlbi Dean', 'Jiannis Moustos', 'Vicki Berlin', 'Dolly De Leon', 'Timoleon Gketsos', 'Alicia Eriksson', 'Woody Harrelson', 'Zlatko Buric', 'Sunnyi Melles', 'Hanna Oldenburg', 'Carolina Gynning', 'Iris Berben', 'Amanda Walker', 'Oliver Ford Davies', 'Ralph Schicha', 'Henrik Dorsin']",10 000 000 € (estimé)
La chambre des merveilles,"6,5",480,['Drame'],['Français'],['France'],Tous publics,1h 34min,2023,['No Popularity Score'],Lisa Azuelos,Lisa Azuelos,"['Lisa Azuelos', 'Scénario', 'Juliette Sales']","['Alexandra Lamy', 'Muriel Robin', 'Hugo Questel', 'Xavier Lacaille', 'Martine Schambacher', 'Hiroki Hasegawa', 'Ellie', 'Eyed Meguedmini', 'Carima Amarouche', 'Eye Haidara', 'Maria Fernanda Cândido', 'Marcel Gitard', 'Rafi Pitts', 'Clara Caneshe', 'Sayyid El Alami', 'Jonas Bachan', 'Samir Decazza', 'Mona Walravens']",['No budget']
Titre non trouvé,0,0,['No kind'],['No Language'],['No Country'],No Pegi,0,0,['No Popularity Score'],['No Director'],['No Writers'],['No Casting'],['No Casting'],['No budget']
Le Menu,"7,2",390 k,"['Comédie', 'Horreur', 'Thriller']","['Anglais', 'Espagnol']",['États-Unis'],12,1h 47min,2022,226,Mark Mylod,Mark Mylod,"['Mark Mylod', 'Seth Reiss', 'Will Tracy']","['Ralph Fiennes', 'Anya Taylor-Joy', 'Nicholas Hoult', 'Hong Chau', 'Janet McTeer', 'Paul Adelstein', 'John Leguizamo', 'Aimee Carrero', 'Reed Birney', 'Judith Light', 'Rebecca Koon', 'Rob Yang', 'Arturo Castro', 'Mark St. Cyr', 'Peter Grosz', 'Christina Brucato', 'Adam Aalderks', 'Jon Paul Allyn']",35 000 000 $US (estimé)
Diógenes,"6,2",23,['Drame'],['Quechua'],"['France', 'Colombie', 'Pérou']",1h 20min,0,2023,['No Popularity Score'],Leonardo Barbuy,Leonardo Barbuy,"['Leonardo Barbuy', 'Leonardo Barbuy', 'Jorge Pomacanchari']","['Jorge Pomacanchari', 'Cleiner Yupa', 'Gisela Yupa']",['No budget']
Top Gun: Maverick,"8,2",692 k,"['Action', 'Drame']",['Anglais'],['États-Unis'],Tous publics,2h 10min,2022,77,Joseph Kosinski,Joseph Kosinski,"['Joseph Kosinski', 'Scénario', 'Jim Cash']","['Tom Cruise', 'Jennifer Connelly', 'Miles Teller', 'Val Kilmer', 'Bashir Salahuddin', 'Jon Hamm', 'Charles Parnell', 'Monica Barbaro', 'Lewis Pullman', 'Jay Ellis', 'Danny Ramirez', 'Glen Powell', 'Jack Schumacher', 'Manny Jacinto', 'Kara Wang', 'Greg Tarzan Davis', 'Jake Picking', 'Raymond Lee']",170 000 000 $US (estimé)
Le château solitaire dans le miroir,"6,9",950,"['Animation', 'Aventure', 'Drame']",['Japonais'],['Japon'],Not Rated,1h 56min,2022,['No Popularity Score'],Francesca Calo,Francesca Calo,"['Francesca Calo', 'Keiichi Hara', 'Takakazu Nagatomo']","['Ami Tôma', 'Mana Ashida', 'Yûki Kaji', 'Takumi Kitamura', 'Sakura Kiryu', 'Rihito Itagaki', 'Naho Yokomizo', 'Minami Takayama', 'Kumiko Asô', 'Aoi Miyazaki', 'Shingo Fujimori', 'Karen Takizawa', 'Ashley Boettcher', 'Francesca Calo', 'Natalie Chan', 'Giselle Fernandez', 'Zoe Glick', 'Cassie Glow']",['No budget']
En corps,"7,1","3,2 k","['Comédie', 'Drame']","['Français', 'Anglais']","['France', 'Belgique', 'Pays-Bas']",Tous publics,1h 57min,2022,['No Popularity Score'],Cédric Klapisch,Cédric Klapisch,"['Cédric Klapisch', 'Scénario', 'Santiago Amigorena']","['Marion Barbeau', 'Hofesh Shechter', 'Denis Podalydès', 'Muriel Robin', 'Pio Marmaï', 'François Civil', 'Souheila Yacoub', 'Mehdi Baki', 'Alexia Giordano', 'Marion Gautier de Charnacé', 'Robinson Cassarino', 'Marilou Aussilloux', 'Mathilde Warnier', 'Florence Clerc', 'Louis Lancien', 'Agathe Berman', 'Zinedine Soualem', 'Damien Chapelle']",7 780 000 € (estimé)
Aftersun,"7,6",93 k,['Drame'],"['Anglais', 'Turc', 'Espagnol']","['Royaume-Uni', 'États-Unis']",Tous publics,1h 42min,2022,461,Charlotte Wells,Charlotte Wells,"['Charlotte Wells', 'Charlotte Wells', 'Casting principal']","['Paul Mescal', 'Frankie Corio', 'Celia Rowlson-Hall', 'Sally Messham', 'Ayse Parlak', 'Sophia Lamanova', 'Brooklyn Toulson', 'Spike Fearn', 'Harry Perdios', 'Frank Corio', 'Ruby Thompson', 'Ethan James Smith', 'Onur Eksioglu', 'Cafer Karahan', 'Kayleigh Coleman', 'John Stuifzand', 'Tyler Mutlu', 'Kieran Burton']",['No budget']
Trois mille ans à t'attendre,"6,7",60 k,"['Drame', 'Fantastique', 'Romantique']","['Anglais', ""Grec, ancien (jusqu'en 1453)"", 'Turc', 'Allemand', 'Français']","['Australie', 'États-Unis']",Tous publics,1h 48min,2022,1 153,George Miller,George Miller,"['George Miller', 'George Miller', 'Augusta Gore']","['Tilda Swinton', 'Idris Elba', 'Erdil Yasaroglu', 'Sarah Houbolt', 'Sabrina Dhowre Elba', 'Seyithan Özdemir', 'Aamito Lagum', 'Nicolas Mouawad', 'Ece Yüksel', 'Matteo Bocelli', 'Lachy Hulme', 'Megan Gale', 'Ogulcan Arman Uslu', 'Jack Braddy', 'Zerrin Tekindor', 'Anna Adams', 'George Shevtsov', 'David Collins']",60 000 000 $US (estimé)
Mascarade,"6,4","3,2 k","['Policier', 'Drame']","['Français', 'Anglais', 'Italien']","['France', 'Belgique']",Tous publics,2h 14min,2022,['No Popularity Score'],Nicolas Bedos,Nicolas Bedos,"['Nicolas Bedos', 'Nicolas Bedos', 'Casting principal']","['Pierre Niney', 'Isabelle Adjani', 'François Cluzet', 'Marine Vacth', 'Emmanuelle Devos', 'Laura Morante', 'Charles Berling', 'James Wilby', 'Nicolas Briançon', 'Marie Fabre', 'Philippe Uchan', 'Christiane Millet', 'Marie Zabukovec', 'Bruno Raffaelli', 'Arturo Giusi', 'Ava Quentin-Dekic', 'Xavier Thiam', 'Magali Bonat']",14 830 000 € (estimé)
Une robe pour Mrs Harris,"7,1",26 k,"['Comédie', 'Drame']","['Anglais', 'Français']","['Royaume-Uni', 'Canada', 'France', 'Hongrie', 'Belgique']",Tous publics,1h 55min,2022,2 642,Anthony Fabian,Anthony Fabian,"['Anthony Fabian', 'Scénario', 'Paul Gallico']","['Lesley Manville', 'Isabelle Huppert', 'Lambert Wilson', 'Alba Baptista', 'Lucas Bravo', 'Ellen Thomas', 'Rose Williams', 'Jason Isaacs', 'Anna Chancellor', 'Bertrand Poncet', 'Christian McKay', 'Freddie Fox', 'Guilaine Londez', 'Philippe Bertin', 'Roxane Duran', 'Dorottya Ilosvai', 'Delroy Atkinson', 'Vincent Martin']",13 000 000 $US (estimé)
Acide,"5,2","1,3 k","['Drame', 'Science-fiction']","['Français', 'Anglais', 'Néerlandais']","['France', 'Belgique']",Tous publics avec avertissement,1h 39min,2023,['No Popularity Score'],Just Philippot,Just Philippot,"['Just Philippot', 'Yacine Badday', 'Just Philippot']","['Guillaume Canet', 'Laetitia Dosch', 'Patience Munchenbach', 'Marie Jung', 'Martin Verset', 'Suliane Brahim', 'Clément Bresson', 'Pascal Parmentier', 'Soufiane Menouni', 'Michaël Perez', 'Lorette Nyssen', 'Blandine Lagorce', 'Mathieu Peralma', 'Régis Maizonnet', 'Maxime Tshibangu', 'Vincent Do Cruzeiro', 'Marie Bokillon', 'Frédéric Cuif']",['No budget']
Revoir Paris,"6,9","3,1 k",['Drame'],"['Français', 'Russe', 'Anglais', 'Espagnol']",['France'],Tous publics,1h 45min,2022,['No Popularity Score'],Alice Winocour,Alice Winocour,"['Alice Winocour', 'Jean-Stéphane Bron', 'Marcia Romano']","['Virginie Efira', 'Benoît Magimel', 'Grégoire Colin', 'Maya Sansa', 'Amadou Mbow', 'Nastya Golubeva Carax', 'Anne-Lise Heimburger', 'Sofia Lesaffre', 'Clarisse Makundul', 'Zakariya Gouram', 'Jonathan Turnbull', 'Dolores Chaplin', 'Cédric Kemso Ringuet', 'Yoann Barrenechea', 'Kenza Berrada', 'Milla Lapidus', 'Koukla Lapidus', 'Agathe Delage']",['No budget']
